injection_OBJ_ID,injection_API,injection_lat,injection_lon,production_OBJ_ID,production_API,production_lat,production_lon,distance_miles,OBJ_ID,prod_change,distance_band
7521,34005200000000.0,40.88728253,-82.16039625,8368,34005200000000.0,40.881695,-82.176572,0.9289952737036534,8368,37.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6430,34005200000000.0,40.878383,-82.183796,1.3683182580884266,6430,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,6236,34005200000000.0,40.893294,-82.1609,0.4161896597989904,6236,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6469,34005200000000.0,40.890925,-82.183938,1.255161072912818,6469,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,10530,34005600000000.0,40.892386,-82.16191,0.36137559367510996,10530,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,10597,34005600000000.0,40.891044,-82.160199,0.2600995062878032,10597,-2.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,7665,34005200000000.0,40.891179,-82.159565,0.2727018119526631,7665,28.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,10525,34005600000000.0,40.891767,-82.158857,0.3201116038639915,10525,3.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6756,34005200000000.0,40.888933,-82.15295,0.405323346843205,6756,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6828,34005200000000.0,40.898979,-82.151946,0.9208238642511251,6828,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6894,34005200000000.0,40.892368,-82.153978,0.48564810829163313,6894,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,7994,34005200000000.0,40.895611,-82.159285,0.5783679145615865,7994,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6824,34005200000000.0,40.900009,-82.152013,0.9823083215683431,6824,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6301,34005200000000.0,40.895428,-82.155007,0.6292734358147309,6301,-1.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6472,34005200000000.0,40.895762,-82.155606,0.637070168695262,6472,0.0,0–1
